provider_id,year_month,claims_n,members_unique_n,billed_total,approved_total,avg_claim_amount,median_claim_amount,p95_claim_amount,emergency_claims_n,inpatient_claims_n,preventive_claims_n,duplicate_claims_n,suspicious_claims_n,dx_proc_mismatch_n,high_severity_share,suspicious_claim_ratio,provider_type,specialty_group,provider_archetype,cost_vs_peer_index,utilization_density_index,anomaly_score_provider,provider_alert_level
PRV00030,2024-08,13,13,5380.67,4729.5,413.8976923076923,242.08,1166.2039999999984,3,2,2,0,1,0,0.154,0.077,Hospital,General Medicine,Normal,0.286,1.0,0.037,Normal
PRV00030,2024-09,19,19,9633.75,8544.0,507.0394736842105,331.57,1108.5069999999942,3,1,2,0,4,0,0.158,0.211,Hospital,General Medicine,Normal,0.37,1.0,0.084,Normal
PRV00030,2024-10,12,12,4890.64,4193.82,407.55333333333334,279.46,1104.5439999999996,1,3,1,0,1,0,0.25,0.083,Hospital,General Medicine,Normal,0.213,1.0,0.039,Normal
PRV00030,2024-11,13,13,33345.0,23127.4,2565.0,182.95,12643.057999999957,4,1,1,0,0,0,0.077,0.0,Hospital,General Medicine,Normal,1.865,1.0,0.226,Watchlist
PRV00030,2024-12,14,14,58830.57,51924.15,4202.183571428572,351.82,21438.164499999988,1,3,1,1,2,0,0.214,0.143,Hospital,General Medicine,Normal,3.186,1.0,0.607,High Alert
PRV00030,2025-01,15,15,65014.69,54135.13,4334.312666666667,189.45,21219.943999999945,2,2,1,0,2,0,0.267,0.133,Hospital,General Medicine,Normal,1.625,1.0,0.213,Normal
PRV00030,2025-02,18,17,5945.81,5201.99,330.3227777777778,204.885,965.6704999999998,0,4,4,1,1,0,0.278,0.056,Hospital,General Medicine,Normal,0.241,1.059,0.03,Normal
PRV00030,2025-03,14,14,7796.0599999999995,6698.23,556.8614285714285,237.08499999999998,1910.4859999999999,2,2,0,0,0,0,0.214,0.0,Hospital,General Medicine,Normal,0.314,1.0,0.01,Normal
PRV00030,2025-04,19,19,133065.32,123749.13999999998,7003.437894736842,261.88,29417.323999999826,3,4,2,0,0,0,0.263,0.0,Hospital,General Medicine,Normal,3.897,1.0,0.734,High Alert
PRV00030,2025-05,9,9,1960.9099999999999,1715.6299999999999,217.87888888888887,158.98,609.8619999999999,2,0,1,0,0,0,0.111,0.0,Hospital,General Medicine,Normal,0.273,1.0,0.01,Normal
PRV00030,2025-06,14,13,15152.61,12835.300000000001,1082.3292857142858,275.21,4398.177999999996,8,1,2,0,2,0,0.071,0.143,Hospital,General Medicine,Normal,0.792,1.077,0.06,Normal
PRV00030,2025-07,14,14,17615.26,16711.63,1258.232857142857,240.68,7324.464,2,1,0,0,1,0,0.071,0.071,Hospital,General Medicine,Normal,0.998,1.0,0.035,Normal
PRV00030,2025-08,22,22,46933.34,32593.0,2133.3336363636363,321.505,4230.017999999998,5,4,2,1,4,2,0.273,0.182,Hospital,General Medicine,Normal,1.747,1.0,0.26,Watchlist
PRV00030,2025-09,16,16,43969.29,41028.64,2748.080625,254.76500000000001,15197.93,0,3,1,1,2,0,0.312,0.125,Hospital,General Medicine,Normal,1.007,1.0,0.055,Normal
PRV00030,2025-10,12,12,16624.52,13700.09,1385.3766666666668,168.155,6608.796999999991,1,2,1,0,1,0,0.25,0.083,Hospital,General Medicine,Normal,1.236,1.0,0.098,Normal
PRV00030,2025-11,15,15,5668.15,5232.25,377.87666666666667,149.87,1390.5619999999972,2,1,0,0,2,0,0.067,0.133,Hospital,General Medicine,Normal,0.201,1.0,0.057,Normal
PRV00030,2025-12,17,17,8478.28,7762.21,498.7223529411765,277.47,1303.0459999999987,2,2,0,0,1,0,0.176,0.059,Hospital,General Medicine,Normal,0.354,1.0,0.031,Normal
PRV00031,2024-01,7,7,1936.8600000000001,1811.62,276.69428571428574,127.13,804.7009999999996,0,0,3,0,1,0,0.143,0.143,Lab,Laboratory,Normal,0.575,1.0,0.06,Normal
PRV00031,2024-02,8,8,2273.19,2016.3600000000001,284.14875,273.99,548.6824999999999,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.48,1.0,0.01,Normal
PRV00031,2024-03,1,1,127.4,111.04,127.4,127.4,127.4,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.299,1.0,0.01,Normal
PRV00031,2024-04,3,3,807.84,722.89,269.28000000000003,174.84,483.873,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.629,1.0,0.01,Normal
PRV00031,2024-05,3,3,1304.89,1248.55,434.96333333333337,250.7,877.901,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,1.193,1.0,0.058,Normal
PRV00031,2024-06,4,4,1453.1,1370.3600000000001,363.275,307.665,608.7354999999999,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.733,1.0,0.01,Normal
PRV00031,2024-07,6,6,1422.3899999999999,1206.03,237.06499999999997,216.79500000000002,348.0925,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.595,1.0,0.01,Normal
PRV00031,2024-08,3,3,595.58,547.49,198.52666666666667,173.97,281.43,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.622,1.0,0.01,Normal
PRV00031,2024-09,2,2,897.01,796.01,448.505,448.505,720.2555,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,1.254,1.0,0.074,Normal
PRV00031,2024-10,4,4,678.11,635.9200000000001,169.5275,165.37,249.4545,0,0,1,1,1,0,0.25,0.25,Lab,Laboratory,Normal,0.406,1.0,0.098,Normal
PRV00031,2024-11,7,7,1852.6599999999999,1690.6000000000001,264.6657142857143,211.48,592.1609999999996,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.55,1.0,0.01,Normal
PRV00031,2024-12,4,4,1820.4399999999998,1647.2900000000002,455.10999999999996,293.835,954.5969999999998,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.831,1.0,0.01,Normal
PRV00031,2025-01,1,1,58.05,48.1,58.05,58.05,58.05,0,0,0,0,1,0,0.0,1.0,Lab,Laboratory,Normal,0.099,1.0,0.36,Watchlist
PRV00031,2025-02,3,3,850.12,699.49,283.37333333333333,211.59,469.566,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.818,1.0,0.01,Normal
PRV00031,2025-03,2,2,325.34,230.86,162.67,162.67,197.797,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.522,1.0,0.01,Normal
PRV00031,2025-05,1,1,267.82,244.49,267.82,267.82,267.82,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.615,1.0,0.01,Normal
PRV00031,2025-06,2,2,958.5999999999999,889.1700000000001,479.29999999999995,479.29999999999995,827.7169999999999,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.787,1.0,0.01,Normal
PRV00031,2025-07,6,6,2537.0299999999997,2325.96,422.8383333333333,487.44500000000005,703.465,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.964,1.0,0.01,Normal
PRV00031,2025-08,4,4,848.96,764.35,212.24,201.19,313.602,0,0,0,0,0,0,0.25,0.0,Lab,Laboratory,Normal,0.325,1.0,0.01,Normal
PRV00031,2025-09,1,1,5086.09,4784.17,5086.09,5086.09,5086.09,0,0,0,0,0,0,0.0,0.0,Lab,Laboratory,Normal,8.037,1.0,1.5,High Alert
PRV00031,2025-10,3,3,991.37,795.39,330.45666666666665,371.46,381.009,0,0,0,1,1,0,0.333,0.333,Lab,Laboratory,Normal,0.966,1.0,0.127,Normal
PRV00031,2025-11,3,3,1431.8600000000001,1228.3899999999999,477.2866666666667,556.99,660.274,0,0,1,0,1,0,0.0,0.333,Lab,Laboratory,Normal,1.08,1.0,0.147,Normal
PRV00031,2025-12,5,5,1809.1299999999999,1590.3400000000001,361.82599999999996,285.12,716.204,0,0,1,0,0,0,0.0,0.0,Lab,Laboratory,Normal,0.812,1.0,0.01,Normal
PRV00032,2024-01,16,16,8712.94,7315.17,544.55875,329.44,1409.54,2,2,3,0,0,0,0.125,0.0,Hospital,Orthopedics,Expensive,0.381,1.0,0.036,Normal
PRV00032,2024-02,8,8,2608.18,2311.86,326.0225,211.22,839.1224999999995,1,1,2,1,2,0,0.25,0.25,Hospital,Orthopedics,Expensive,0.237,1.0,0.124,Normal
PRV00032,2024-03,8,8,2884.9,2654.76,360.6125,256.19,860.6105,1,1,1,0,0,0,0.125,0.0,Hospital,Orthopedics,Expensive,0.211,1.0,0.036,Normal
PRV00032,2024-04,15,15,53925.99,43987.560000000005,3595.066,487.14,15451.940999999963,3,4,3,2,2,0,0.4,0.133,Hospital,Orthopedics,Expensive,2.419,1.0,0.437,Watchlist
PRV00032,2024-05,10,10,3458.33,2900.92,345.83299999999997,236.915,825.7859999999998,1,2,2,0,0,0,0.2,0.0,Hospital,Orthopedics,Expensive,0.46,1.0,0.036,Normal
PRV00032,2024-06,13,13,13948.42,12021.21,1072.9553846153847,411.52,4168.99599999999,0,3,3,0,0,0,0.308,0.0,Hospital,Orthopedics,Expensive,0.521,1.0,0.036,Normal
PRV00032,2024-07,19,19,8621.82,7344.07,453.78,248.5,1329.8249999999987,1,2,0,2,5,0,0.263,0.263,Hospital,Orthopedics,Expensive,0.253,1.0,0.128,Normal
PRV00032,2024-08,19,19,9849.74,8762.96,518.4073684210526,388.35,1050.295999999997,3,2,1,1,2,0,0.158,0.105,Hospital,Orthopedics,Expensive,0.358,1.0,0.073,Normal
PRV00032,2024-09,12,12,3865.0499999999997,3446.59,322.0875,258.815,718.3364999999997,5,0,0,2,4,0,0.0,0.333,Hospital,Orthopedics,Expensive,0.235,1.0,0.153,Normal
PRV00032,2024-10,12,12,67944.82,62947.409999999996,5662.068333333334,618.215,27839.181499999962,3,4,0,0,0,0,0.333,0.0,Hospital,Orthopedics,Expensive,2.956,1.0,0.525,High Alert
PRV00032,2024-11,18,18,185143.29,159072.3,10285.738333333335,256.305,37389.99149999983,5,4,1,0,1,0,0.389,0.056,Hospital,Orthopedics,Expensive,7.478,1.0,1.5,High Alert
PRV00032,2024-12,18,18,7544.82,6038.51,419.15666666666664,233.505,1065.8414999999986,3,3,1,0,1,1,0.278,0.056,Hospital,Orthopedics,Expensive,0.318,1.0,0.056,Normal
PRV00032,2025-01,12,11,14055.41,12120.859999999999,1171.2841666666666,505.26,4608.9339999999975,3,2,2,0,0,0,0.167,0.0,Hospital,Orthopedics,Expensive,0.439,1.091,0.036,Normal
PRV00032,2025-02,13,13,28772.489999999998,24989.239999999998,2213.2684615384615,355.32,11007.867999999977,2,2,0,0,2,0,0.154,0.154,Hospital,Orthopedics,Expensive,1.614,1.0,0.243,Watchlist
PRV00032,2025-03,16,16,28902.84,24936.420000000002,1806.4275,411.995,6634.67,3,4,0,0,1,1,0.312,0.062,Hospital,Orthopedics,Expensive,1.017,1.0,0.062,Normal
PRV00032,2025-04,9,9,2948.13,2482.54,327.57,308.04,561.562,0,1,1,0,0,0,0.222,0.0,Hospital,Orthopedics,Expensive,0.182,1.0,0.036,Normal
PRV00032,2025-05,16,16,8298.98,7035.18,518.68625,298.92999999999995,1392.0175,3,1,2,0,1,0,0.125,0.062,Hospital,Orthopedics,Expensive,0.65,1.0,0.058,Normal
PRV00032,2025-06,14,14,16626.43,14649.039999999999,1187.6021428571428,526.28,3731.2774999999997,2,4,0,0,0,0,0.286,0.0,Hospital,Orthopedics,Expensive,0.869,1.0,0.036,Normal
PRV00032,2025-07,13,13,4684.61,4092.4900000000002,360.3546153846154,309.01,723.5579999999997,2,1,3,0,1,0,0.077,0.077,Hospital,Orthopedics,Expensive,0.286,1.0,0.063,Normal
PRV00032,2025-08,15,15,20370.489999999998,17810.8,1358.0326666666665,232.14,5618.350999999984,0,2,2,0,0,0,0.133,0.0,Hospital,Orthopedics,Expensive,1.112,1.0,0.064,Normal
PRV00032,2025-09,19,19,113074.22,106624.87999999999,5951.274736842105,484.01,27097.9969999999,4,4,2,0,1,1,0.211,0.053,Hospital,Orthopedics,Expensive,2.181,1.0,0.35,Watchlist
PRV00032,2025-10,15,15,6758.139999999999,5804.849999999999,450.5426666666666,214.45,1310.5369999999982,1,1,0,0,1,0,0.067,0.067,Hospital,Orthopedics,Expensive,0.402,1.0,0.059,Normal
PRV00032,2025-11,15,15,9668.12,8688.27,644.5413333333333,354.06,1845.947,1,3,3,1,1,0,0.2,0.067,Hospital,Orthopedics,Expensive,0.343,1.0,0.059,Normal
PRV00032,2025-12,19,19,19630.17,17418.5,1033.166842105263,524.24,3449.6519999999914,1,4,0,1,1,0,0.263,0.053,Hospital,Orthopedics,Expensive,0.733,1.0,0.055,Normal
PRV00033,2024-01,21,21,102270.21,92672.62,4870.01,363.46,30543.89,5,4,2,1,2,0,0.19,0.095,Hospital,Internal Medicine,Expensive,3.404,1.0,0.67,High Alert
PRV00033,2024-02,14,14,7215.07,6748.68,515.3621428571429,273.015,1375.9109999999996,1,1,1,0,1,0,0.214,0.071,Hospital,Internal Medicine,Expensive,0.375,1.0,0.061,Normal
PRV00033,2024-03,22,22,188355.5,179716.41,8561.613636363636,335.72,29482.010499999982,1,4,3,0,1,0,0.227,0.045,Hospital,Internal Medicine,Expensive,5.008,1.0,1.054,High Alert
PRV00033,2024-04,13,13,68081.94,62778.909999999996,5237.072307692308,464.69,24394.72199999993,1,4,1,0,1,0,0.308,0.077,Hospital,Internal Medicine,Expensive,3.523,1.0,0.694,High Alert
PRV00033,2024-05,23,23,10648.150000000001,9423.76,462.96304347826094,263.92,930.0059999999996,3,1,2,0,1,0,0.13,0.043,Hospital,Internal Medicine,Expensive,0.616,1.0,0.051,Normal
PRV00033,2024-06,16,16,55255.8,46921.229999999996,3453.4875,280.03999999999996,14136.945,2,4,1,2,3,0,0.25,0.188,Hospital,Internal Medicine,Expensive,1.678,1.0,0.271,Watchlist
PRV00033,2024-07,15,14,7264.849999999999,6239.52,484.3233333333333,255.23,1417.7049999999967,2,1,1,0,2,0,0.2,0.133,Hospital,Internal Medicine,Expensive,0.27,1.071,0.083,Normal
PRV00033,2024-08,21,21,17722.23,15485.460000000001,843.9157142857142,342.82,3214.8,3,3,3,0,1,1,0.19,0.048,Hospital,Internal Medicine,Expensive,0.583,1.0,0.053,Normal
PRV00033,2024-09,11,11,7628.46,6696.42,693.4963636363636,491.48,1680.0349999999999,0,2,1,0,0,0,0.182,0.0,Hospital,Internal Medicine,Expensive,0.506,1.0,0.036,Normal
PRV00033,2024-10,11,11,5409.01,4922.03,491.72818181818184,406.3,1189.3899999999999,1,1,1,0,0,0,0.091,0.0,Hospital,Internal Medicine,Expensive,0.257,1.0,0.036,Normal
PRV00033,2024-11,20,20,10933.83,9660.15,546.6915,321.695,1612.2120000000004,3,1,3,2,3,0,0.15,0.15,Hospital,Internal Medicine,Expensive,0.397,1.0,0.088,Normal
PRV00033,2024-12,14,14,11636.48,9237.36,831.1771428571428,375.69500000000005,2316.7889999999998,1,3,1,1,2,0,0.214,0.143,Hospital,Internal Medicine,Expensive,0.63,1.0,0.086,Normal
PRV00033,2025-01,12,12,36382.07,29353.769999999997,3031.8391666666666,413.99,14471.051999999978,0,4,2,0,2,1,0.5,0.167,Hospital,Internal Medicine,Expensive,1.137,1.0,0.129,Normal
PRV00033,2025-02,10,10,15294.84,11344.689999999999,1529.484,114.86,7759.756499999986,0,1,0,0,1,0,0.2,0.1,Hospital,Internal Medicine,Expensive,1.115,1.0,0.1,Normal
PRV00033,2025-03,12,12,7947.7699999999995,6965.360000000001,662.3141666666667,384.375,1580.9075,0,2,2,0,1,1,0.333,0.083,Hospital,Internal Medicine,Expensive,0.373,1.0,0.065,Normal
PRV00033,2025-04,12,12,67373.0,65266.98,5614.416666666667,197.145,29432.86149999996,2,2,0,0,2,0,0.167,0.167,Hospital,Internal Medicine,Expensive,3.124,1.0,0.625,High Alert
PRV00033,2025-05,16,16,19530.97,15334.25,1220.685625,363.735,6214.38,2,1,3,0,0,0,0.188,0.0,Hospital,Internal Medicine,Expensive,1.531,1.0,0.169,Normal
PRV00033,2025-06,17,17,6689.65,6097.78,393.50882352941176,292.58,964.9099999999997,2,0,3,0,1,0,0.118,0.059,Hospital,Internal Medicine,Expensive,0.288,1.0,0.057,Normal
PRV00033,2025-07,17,17,9040.65,7595.46,531.8029411764705,337.02,1396.121999999999,2,2,2,0,2,0,0.235,0.118,Hospital,Internal Medicine,Expensive,0.422,1.0,0.077,Normal
PRV00033,2025-08,17,17,15788.03,14625.84,928.7076470588236,275.94,3034.897999999999,1,6,2,0,0,0,0.353,0.0,Hospital,Internal Medicine,Expensive,0.761,1.0,0.036,Normal
PRV00033,2025-09,16,16,361747.22,324359.1,22609.20125,209.51,90573.0325,2,1,4,0,0,0,0.188,0.0,Hospital,Internal Medicine,Expensive,8.285,1.0,1.5,High Alert
PRV00033,2025-10,16,16,9365.49,8053.98,585.343125,288.795,1900.2975000000001,2,2,2,0,2,1,0.125,0.125,Hospital,Internal Medicine,Expensive,0.522,1.0,0.08,Normal
PRV00033,2025-11,14,14,6099.219999999999,5565.43,435.6585714285714,313.25,1048.033,2,0,1,0,1,0,0.071,0.071,Hospital,Internal Medicine,Expensive,0.232,1.0,0.061,Normal
PRV00033,2025-12,12,12,9174.130000000001,8169.42,764.5108333333334,624.675,2243.2014999999997,2,3,2,0,1,0,0.333,0.083,Hospital,Internal Medicine,Expensive,0.543,1.0,0.065,Normal
PRV00034,2024-01,8,8,2569.34,2320.7000000000003,321.1675,149.775,953.1504999999995,0,0,2,0,0,0,0.125,0.0,Specialist Center,Endocrinology,Normal,0.96,1.0,0.01,Normal
PRV00034,2024-02,6,6,1832.28,1482.88,305.38,335.91999999999996,466.2675,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,0.707,1.0,0.01,Normal
PRV00034,2024-03,9,9,1448.84,1272.57,160.98222222222222,133.43,368.608,0,0,1,1,2,0,0.111,0.222,Specialist Center,Endocrinology,Normal,0.626,1.0,0.088,Normal
PRV00034,2024-04,7,7,2527.87,2285.8,361.1242857142857,272.98,678.9699999999999,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,1.345,1.0,0.096,Normal
PRV00034,2024-05,7,7,2188.83,1873.3600000000001,312.69,133.34,1077.2079999999992,0,0,2,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,1.05,1.0,0.023,Normal
PRV00034,2024-06,6,6,1207.95,1081.58,201.32500000000002,139.26,466.12,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,0.63,1.0,0.01,Normal
PRV00034,2024-07,6,6,917.6999999999999,744.47,152.95,117.945,325.03,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,0.578,1.0,0.01,Normal
PRV00034,2024-08,9,9,1487.67,1249.44,165.29666666666668,145.98,295.75399999999996,0,0,0,1,2,0,0.0,0.222,Specialist Center,Endocrinology,Normal,0.584,1.0,0.088,Normal
PRV00034,2024-09,9,9,2877.71,2450.7,319.74555555555554,122.12,1092.926,0,0,0,1,1,0,0.111,0.111,Specialist Center,Endocrinology,Normal,1.046,1.0,0.06,Normal
PRV00034,2024-10,8,8,1440.26,1288.0900000000001,180.0325,147.96499999999997,370.7929999999999,0,0,1,0,0,0,0.375,0.0,Specialist Center,Endocrinology,Normal,0.608,1.0,0.01,Normal
PRV00034,2024-11,8,8,1754.79,1580.05,219.34875,205.465,397.26949999999994,0,0,2,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,0.582,1.0,0.01,Normal
PRV00034,2024-12,10,10,1833.9,1670.8700000000001,183.39000000000001,148.595,326.38849999999985,0,0,0,0,1,0,0.0,0.1,Specialist Center,Endocrinology,Normal,0.7,1.0,0.045,Normal
PRV00034,2025-01,6,6,1256.75,1066.79,209.45833333333334,167.60999999999999,430.3175,0,0,3,0,0,0,0.333,0.0,Specialist Center,Endocrinology,Normal,0.487,1.0,0.01,Normal
PRV00034,2025-02,4,4,1278.85,1089.3700000000001,319.7125,236.315,663.1734999999999,0,0,0,0,1,0,0.0,0.25,Specialist Center,Endocrinology,Normal,0.986,1.0,0.098,Normal
PRV00034,2025-03,6,6,1359.98,1187.17,226.66333333333333,200.45999999999998,407.895,0,0,0,0,1,0,0.167,0.167,Specialist Center,Endocrinology,Normal,0.821,1.0,0.068,Normal
PRV00034,2025-04,7,7,6039.349999999999,4956.030000000001,862.7642857142856,213.97,3356.511999999997,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,2.526,1.0,0.391,Watchlist
PRV00034,2025-05,7,7,905.05,763.1600000000001,129.29285714285714,135.19,225.95999999999992,0,0,1,0,0,0,0.143,0.0,Specialist Center,Endocrinology,Normal,0.493,1.0,0.01,Normal
PRV00034,2025-06,11,10,2543.06,2194.83,231.18727272727273,154.38,600.4399999999999,0,0,0,0,0,0,0.091,0.0,Specialist Center,Endocrinology,Normal,0.773,1.1,0.01,Normal
PRV00034,2025-07,4,4,764.81,731.5,191.2025,150.34,347.5519999999999,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,0.575,1.0,0.01,Normal
PRV00034,2025-08,12,12,2490.7599999999998,2094.09,207.5633333333333,185.945,335.24099999999993,0,0,1,0,1,0,0.083,0.083,Specialist Center,Endocrinology,Normal,0.724,1.0,0.039,Normal
PRV00034,2025-09,9,9,1718.94,1453.96,190.99333333333334,197.02,397.2219999999999,0,0,1,1,1,0,0.222,0.111,Specialist Center,Endocrinology,Normal,0.543,1.0,0.049,Normal
PRV00034,2025-10,6,6,1458.29,1369.71,243.04833333333332,145.0,616.1524999999999,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,0.824,1.0,0.01,Normal
PRV00034,2025-11,5,5,5689.099999999999,5640.070000000001,1137.82,176.53,4082.6679999999988,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,3.063,1.0,0.526,High Alert
PRV00034,2025-12,5,5,2525.49,2284.16,505.09799999999996,193.89,1254.652,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Normal,1.534,1.0,0.144,Normal
PRV00035,2024-01,4,4,1167.54,963.61,291.885,280.81,409.7464999999999,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,0.872,1.0,0.036,Normal
PRV00035,2024-02,5,5,1688.27,1511.22,337.654,248.4,704.4779999999998,0,0,1,0,0,0,0.2,0.0,Specialist Center,Endocrinology,Expensive,0.782,1.0,0.036,Normal
PRV00035,2024-03,6,6,1958.52,1604.74,326.42,152.265,797.9075,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,1.269,1.0,0.103,Normal
PRV00035,2024-04,3,3,806.02,709.27,268.67333333333335,197.31,460.97399999999993,0,0,0,1,1,0,0.0,0.333,Specialist Center,Endocrinology,Expensive,1.001,1.0,0.153,Normal
PRV00035,2024-05,7,7,1594.78,1453.68,227.82571428571427,194.04,480.6859999999998,0,0,2,0,0,0,0.143,0.0,Specialist Center,Endocrinology,Expensive,0.765,1.0,0.036,Normal
PRV00035,2024-06,4,4,1622.81,1470.79,405.7025,441.86,555.617,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,1.27,1.0,0.104,Normal
PRV00035,2024-07,11,11,2291.82,1950.9,208.34727272727275,141.17,433.95,0,0,3,0,2,0,0.182,0.182,Specialist Center,Endocrinology,Expensive,0.788,1.0,0.1,Normal
PRV00035,2024-08,3,3,537.2,490.33000000000004,179.0666666666667,167.67,204.732,0,0,0,0,1,0,0.0,0.333,Specialist Center,Endocrinology,Expensive,0.633,1.0,0.153,Normal
PRV00035,2024-09,11,11,1914.96,1693.99,174.08727272727273,175.17,239.915,0,0,3,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,0.57,1.0,0.036,Normal
PRV00035,2024-10,6,6,2301.88,1936.08,383.6466666666667,249.55,992.5575,0,0,1,0,1,0,0.0,0.167,Specialist Center,Endocrinology,Expensive,1.295,1.0,0.168,Normal
PRV00035,2024-11,4,4,494.66999999999996,459.31,123.66749999999999,123.27,159.34199999999998,0,0,2,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,0.328,1.0,0.036,Normal
PRV00035,2024-12,4,4,545.71,455.38,136.4275,146.46,170.0905,0,0,1,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,0.521,1.0,0.036,Normal
PRV00035,2025-01,8,8,2688.8599999999997,2270.83,336.10749999999996,167.75,945.9614999999995,0,0,1,0,1,0,0.0,0.125,Specialist Center,Endocrinology,Expensive,0.782,1.0,0.08,Normal
PRV00035,2025-02,7,7,1648.25,1480.75,235.46428571428572,202.27,419.3369999999999,0,0,1,0,0,0,0.143,0.0,Specialist Center,Endocrinology,Expensive,0.726,1.0,0.036,Normal
PRV00035,2025-03,6,6,1081.8600000000001,934.03,180.31000000000003,144.05,331.995,0,0,0,0,0,0,0.167,0.0,Specialist Center,Endocrinology,Expensive,0.653,1.0,0.036,Normal
PRV00035,2025-04,10,10,4850.89,4268.24,485.08900000000006,187.20499999999998,1640.7329999999995,0,0,0,0,1,0,0.1,0.1,Specialist Center,Endocrinology,Expensive,1.42,1.0,0.176,Normal
PRV00035,2025-05,6,6,1404.56,1266.06,234.09333333333333,240.425,328.33500000000004,0,0,1,2,2,0,0.0,0.333,Specialist Center,Endocrinology,Expensive,0.892,1.0,0.153,Normal
PRV00035,2025-06,20,20,4288.62,3812.35,214.43099999999998,159.52,405.6420000000003,0,0,1,0,4,0,0.0,0.2,Specialist Center,Endocrinology,Expensive,0.717,1.0,0.106,Normal
PRV00035,2025-07,9,9,3395.61,3013.98,377.29,296.28,793.7979999999999,0,0,0,0,1,0,0.111,0.111,Specialist Center,Endocrinology,Expensive,1.134,1.0,0.108,Normal
PRV00035,2025-08,7,7,1634.5,1448.88,233.5,198.8,428.4229999999998,0,0,4,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,0.814,1.0,0.036,Normal
PRV00035,2025-09,5,5,1956.9599999999998,1653.59,391.39199999999994,255.91,766.0579999999999,0,0,0,0,0,0,0.0,0.0,Specialist Center,Endocrinology,Expensive,1.114,1.0,0.065,Normal
PRV00035,2025-10,7,7,2413.92,1940.3999999999999,344.8457142857143,177.39,940.0089999999997,0,0,2,0,0,0,0.143,0.0,Specialist Center,Endocrinology,Expensive,1.169,1.0,0.078,Normal
PRV00035,2025-11,7,7,2014.19,1786.06,287.74142857142857,290.5,524.7549999999999,0,0,2,0,0,0,0.286,0.0,Specialist Center,Endocrinology,Expensive,0.775,1.0,0.036,Normal
PRV00035,2025-12,6,6,2143.16,1900.48,357.1933333333333,340.665,533.48,0,0,2,0,1,0,0.167,0.167,Specialist Center,Endocrinology,Expensive,1.085,1.0,0.116,Normal
PRV00036,2024-01,8,8,876.4200000000001,782.96,109.55250000000001,79.045,237.33349999999993,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.446,1.0,0.01,Normal
PRV00036,2024-02,4,4,2297.45,2126.21,574.3625,156.785,1652.3844999999994,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,2.01,1.0,0.262,Watchlist
PRV00036,2024-03,3,3,326.08,281.64,108.69333333333333,99.7,158.578,0,0,0,0,0,0,0.333,0.0,Pharmacy,Pharmacy,Normal,0.439,1.0,0.01,Normal
PRV00036,2024-04,4,4,725.87,687.26,181.4675,141.11,313.05299999999994,0,0,0,0,1,0,0.25,0.25,Pharmacy,Pharmacy,Normal,0.625,1.0,0.098,Normal
PRV00036,2024-05,4,4,529.95,494.18,132.4875,78.72,268.98849999999993,0,0,0,0,0,0,0.25,0.0,Pharmacy,Pharmacy,Normal,0.593,1.0,0.01,Normal
